question_id,module_id,topic_id,concept_tag,question_family,question_text,n_options,answer_option_issue_count,answer_option_issues,duplicate_option_text,correct_choice_id_not_in_options,z_score_outside_module_5_or_review,placeholder_or_internal_wording,visual_required,visual_template_id,reviewed_status
module_3_extra_context_practice_034,module_3,producing_data,sampling_design,extra_context_practice,A professor wants a random sample from all enrolled students. Which design gives every possible sample of size n the same chance?,4,0,,False,False,False,False,False,,audited
module_3_extra_context_practice_039,module_3,producing_data,sampling_design,extra_context_practice,A health survey selects participants from a complete patient list. Which design gives every possible sample of size n the same chance?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_001,module_4,probability_basics,random_variables,extra_context_practice,A random process records a numerical outcome. What does the mean of a random variable describe?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_002,module_4,probability_basics,independence,extra_context_practice,"A study checks whether two chance events influence each other. If A and B are independent, what does P(B | A) equal?",4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_003,module_4,probability_basics,probability_rules,extra_context_practice,A probability model lists all possible outcomes for a random process. What is the probability of the entire sample space?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_004,module_4,probability_basics,random_variables,extra_context_practice,A game pays a dollar amount based on a random spin. What does the mean of a random variable describe?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_005,module_4,probability_basics,independence,extra_context_practice,"A probability model says two events are independent. If A and B are independent, what does P(B | A) equal?",4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_006,module_4,probability_basics,probability_rules,extra_context_practice,A weather forecast gives the chance of rain tomorrow. What is the probability of the entire sample space?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_007,module_4,probability_basics,random_variables,extra_context_practice,A survey records the number of calls received in an hour. What does the mean of a random variable describe?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_008,module_4,probability_basics,random_variables,extra_context_practice,A trial records the count of successes. What does the mean of a random variable describe?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_010,module_4,probability_basics,independence,extra_context_practice,"A coin flip is compared with the next coin flip. If A and B are independent, what does P(B | A) equal?",4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_011,module_4,probability_basics,independence,extra_context_practice,"A fair coin flip is compared with an unrelated die roll. If A and B are independent, what does P(B | A) equal?",4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_017,module_4,probability_basics,probability_rules,extra_context_practice,A card game question asks about either of two events occurring. What is the probability of the entire sample space?,4,0,,False,False,False,False,False,,audited
module_4_extra_context_practice_021,module_4,probability_basics,probability_rules,extra_context_practice,A quality-control process asks about the complement of a defect. What is the probability of the entire sample space?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_001,module_5,normal_dist,normal_probability,extra_context_practice,A Normal curve problem asks for a proportion below a cutoff. What quantity do you usually find under the curve?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_002,module_5,normal_dist,standard_normal,extra_context_practice,A value is converted to the standard Normal scale. What are the mean and standard deviation of the standard Normal distribution?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_003,module_5,normal_dist,standard_normal,extra_context_practice,A Normal variable is standardized before using a table. What are the mean and standard deviation of the standard Normal distribution?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_004,module_5,normal_dist,normal_probability,extra_context_practice,A standardized Normal problem asks for an area to the right of z. What quantity do you usually find under the curve?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_005,module_5,normal_dist,normal_probability,extra_context_practice,A density curve problem asks for the proportion between two values. What quantity do you usually find under the curve?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_006,module_5,normal_dist,standard_normal,extra_context_practice,A bell-shaped distribution is expressed in z-score units. What are the mean and standard deviation of the standard Normal distribution?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_007,module_5,normal_dist,normal_probability,extra_context_practice,A Normal table is used to find a long-run proportion. What quantity do you usually find under the curve?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_008,module_5,binomial_dist,binomial_conditions,extra_context_practice,A quiz has fixed independent questions marked correct or incorrect. Which condition is part of the binomial setting?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_009,module_5,normal_dist,standard_normal,extra_context_practice,A standardized score is plotted on the Normal curve. What are the mean and standard deviation of the standard Normal distribution?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_012,module_5,binomial_dist,binomial_conditions,extra_context_practice,A poll asks a fixed number of people whether they support a policy. Which condition is part of the binomial setting?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_017,module_5,binomial_dist,binomial_conditions,extra_context_practice,A batch inspection records whether each item is defective. Which condition is part of the binomial setting?,4,0,,False,False,False,False,False,,audited
module_5_extra_context_practice_022,module_5,binomial_dist,binomial_conditions,extra_context_practice,A free-throw shooter takes a fixed number of independent shots. Which condition is part of the binomial setting?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_001,module_6,sampling_dist,standard_error,extra_context_practice,Many random samples are taken and a statistic is computed each time. What is the standard deviation of a statistic called?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_002,module_6,sampling_dist,standard_error,extra_context_practice,A simulation repeatedly samples students and records the sample mean. What is the standard deviation of a statistic called?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_003,module_6,sampling_dist,clt,extra_context_practice,Large random samples are used to study sample means. What does the central limit theorem help describe?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_004,module_6,sampling_dist,standard_error,extra_context_practice,A survey statistic varies from sample to sample. What is the standard deviation of a statistic called?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_005,module_6,sampling_dist,standard_error,extra_context_practice,A sampling distribution is summarized by its spread. What is the standard deviation of a statistic called?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_009,module_6,sampling_dist,clt,extra_context_practice,"A population is skewed, but the sample mean is based on a large n. What does the central limit theorem help describe?",4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_011,module_6,sampling_dist,bias_variability,extra_context_practice,A simulation compares an estimator's center to the true parameter. Where should an unbiased estimator be centered?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_012,module_6,sampling_dist,bias_variability,extra_context_practice,Repeated samples show where a statistic tends to land. Where should an unbiased estimator be centered?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_014,module_6,sampling_dist,bias_variability,extra_context_practice,An estimator is evaluated over many random samples. Where should an unbiased estimator be centered?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_016,module_6,sampling_dist,clt,extra_context_practice,A simulation shows sample means from repeated samples. What does the central limit theorem help describe?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_017,module_6,sampling_dist,clt,extra_context_practice,A course demonstration compares raw data with sample mean distributions. What does the central limit theorem help describe?,4,0,,False,False,False,False,False,,audited
module_6_extra_context_practice_020,module_6,sampling_dist,bias_variability,extra_context_practice,A sampling method is checked for systematic overestimation. Where should an unbiased estimator be centered?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_001,module_7,ci_mean,margin_of_error,extra_context_practice,A survey reports an estimate with plus-or-minus wording. What does estimate ± margin of error produce?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_002,module_7,ci_mean,ci_interpretation,extra_context_practice,A confidence interval is reported after sampling students. What does a confidence interval estimate?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_003,module_7,ci_mean,margin_of_error,extra_context_practice,A confidence interval is written around a sample mean. What does estimate ± margin of error produce?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_004,module_7,ci_mean,margin_of_error,extra_context_practice,A poll gives a sample proportion and a margin of error. What does estimate ± margin of error produce?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_005,module_7,ci_prop,conditions_for_intervals,extra_context_practice,"A one-proportion interval is planned from survey data. For large-sample proportion inference, what should be true about successes and failures?",4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_006,module_7,ci_mean,ci_interpretation,extra_context_practice,A study estimates an average commute time with an interval. What does a confidence interval estimate?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_007,module_7,ci_prop,conditions_for_intervals,extra_context_practice,"A confidence interval for a proportion is based on success/failure responses. For large-sample proportion inference, what should be true about successes and failures?",4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_008,module_7,ci_mean,margin_of_error,extra_context_practice,An interval estimate has a center and two endpoints. What does estimate ± margin of error produce?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_010,module_7,ci_mean,ci_interpretation,extra_context_practice,A poll estimates a population proportion with uncertainty. What does a confidence interval estimate?,4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_011,module_7,ci_prop,conditions_for_intervals,extra_context_practice,"A poll estimates the percentage of students who commute. For large-sample proportion inference, what should be true about successes and failures?",4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_012,module_7,ci_prop,conditions_for_intervals,extra_context_practice,"A survey estimates the proportion of voters supporting a policy. For large-sample proportion inference, what should be true about successes and failures?",4,0,,False,False,False,False,False,,audited
module_7_extra_context_practice_013,module_7,ci_mean,ci_interpretation,extra_context_practice,A report gives a plausible range for a population mean. What does a confidence interval estimate?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_001,module_8,ht_foundations,decision_rule,extra_context_practice,"A test reports a p-value and compares it with alpha. If the p-value is less than or equal to alpha, what is the usual decision?",4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_002,module_8,ht_mean,test_statistic,extra_context_practice,A significance test compares a sample result to a null value. What does a test statistic measure?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_003,module_8,ht_mean,test_statistic,extra_context_practice,A test statistic is computed after checking conditions. What does a test statistic measure?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_004,module_8,ht_mean,test_statistic,extra_context_practice,A hypothesis test standardizes a sample statistic. What does a test statistic measure?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_005,module_8,ht_mean,test_statistic,extra_context_practice,A one-sample test measures distance from the null model. What does a test statistic measure?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_006,module_8,ht_foundations,alternative_hypothesis,extra_context_practice,A researcher suspects a parameter is larger than the historical value. Which symbol is used for a one-sided alternative?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_007,module_8,ht_foundations,alternative_hypothesis,extra_context_practice,A study looks for a decrease from a benchmark. Which symbol is used for a one-sided alternative?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_008,module_8,ht_foundations,decision_rule,extra_context_practice,"A significance test is conducted at the 5% level. If the p-value is less than or equal to alpha, what is the usual decision?",4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_009,module_8,ht_foundations,alternative_hypothesis,extra_context_practice,A two-sided test asks whether a parameter has changed. Which symbol is used for a one-sided alternative?,4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_010,module_8,ht_foundations,decision_rule,extra_context_practice,"A researcher chooses alpha before analyzing data. If the p-value is less than or equal to alpha, what is the usual decision?",4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_011,module_8,ht_foundations,decision_rule,extra_context_practice,"A test statistic is converted into a p-value. If the p-value is less than or equal to alpha, what is the usual decision?",4,0,,False,False,False,False,False,,audited
module_8_extra_context_practice_014,module_8,ht_foundations,alternative_hypothesis,extra_context_practice,A claim uses a directional alternative. Which symbol is used for a one-sided alternative?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_001,module_9,uses_abuses_tests,conditions,extra_context_practice,A researcher checks assumptions before reporting inference. What should you do if conditions for inference clearly fail?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_002,module_9,uses_abuses_tests,generalization,extra_context_practice,A sample is used to make a claim about a wider population. Generalizing to a population depends heavily on what?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_003,module_9,uses_abuses_tests,conditions,extra_context_practice,A data set shows extreme skewness before a planned t procedure. What should you do if conditions for inference clearly fail?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_004,module_9,uses_abuses_tests,generalization,extra_context_practice,A survey result is reported as applying to all students. Generalizing to a population depends heavily on what?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_005,module_9,uses_abuses_tests,generalization,extra_context_practice,A study wants to generalize beyond the people observed. Generalizing to a population depends heavily on what?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_006,module_9,uses_abuses_tests,conditions,extra_context_practice,A survey was collected with a nonrandom sample. What should you do if conditions for inference clearly fail?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_007,module_9,uses_abuses_tests,uncertainty,extra_context_practice,A report summarizes a statistical conclusion from sample data. Statistical conclusions from samples are usually what kind of statements?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_008,module_9,uses_abuses_tests,generalization,extra_context_practice,A poll uses sample data to describe a population. Generalizing to a population depends heavily on what?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_009,module_9,uses_abuses_tests,conditions,extra_context_practice,A study violates a condition needed for a method. What should you do if conditions for inference clearly fail?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_010,module_9,uses_abuses_tests,uncertainty,extra_context_practice,An inference statement includes a confidence level or p-value. Statistical conclusions from samples are usually what kind of statements?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_017,module_9,uses_abuses_tests,uncertainty,extra_context_practice,A researcher explains results from a random sample. Statistical conclusions from samples are usually what kind of statements?,4,0,,False,False,False,False,False,,audited
module_9_extra_context_practice_020,module_9,uses_abuses_tests,uncertainty,extra_context_practice,A study uses sample evidence to draw a broader conclusion. Statistical conclusions from samples are usually what kind of statements?,4,0,,False,False,False,False,False,,audited
module_1_variable_classification_audit_001,module_1,data_graphs,variable_classification,variable_classification,A campus survey stores student ID numbers. Which classification is best?,4,0,,False,False,False,False,False,,audited
module_1_graph_choice_audit_002,module_1,data_graphs,graph_selection,graph_choice,A dining survey counts how many students prefer each meal plan. Which graph should display the distribution?,5,0,,False,False,False,False,False,,audited
module_1_graph_choice_audit_003,module_1,data_graphs,graph_selection,graph_choice,A professor records the distribution of exam times in minutes. Which graph is most appropriate?,5,0,,False,False,False,False,False,,audited
module_1_time_plot_audit_004,module_1,data_graphs,time_plots,time_plot,A college records enrollment every fall from 2010 to 2025. Which graph best shows the change over time?,4,0,,False,False,False,False,False,,audited
module_1_resistant_measures_audit_005,module_1,descriptive_stats,resistant_measures,resistant_measures,House prices in a neighborhood include a few mansions. Which center is less affected by those extreme prices?,4,0,,False,False,False,False,False,,audited
module_1_spread_summary_audit_006,module_1,descriptive_stats,spread_iqr,spread_summary,Which summary measures the spread of the middle half of a distribution?,4,0,,False,False,False,False,False,,audited
module_2_scatterplot_direction_audit_007,module_2,relationships_regression,association_direction,scatterplot_direction,A scatterplot of exercise time and resting heart rate slopes downward. What direction is the association?,4,0,,False,False,False,False,False,,audited
module_2_correlation_properties_audit_008,module_2,relationships_regression,correlation_facts,correlation_properties,A correlation is r = -0.82. Which description is best?,4,0,,False,False,False,False,False,,audited
module_2_scatterplot_roles_audit_009,module_2,relationships_regression,explanatory_response,scatterplot_roles,"In a study predicting exam score from study hours, which variable is explanatory?",4,0,,False,False,False,False,False,,audited
module_2_regression_basics_audit_010,module_2,relationships_regression,regression_slope,regression_basics,A regression slope is 3.2 points per hour. What does it describe?,4,0,,False,False,False,False,False,,audited
module_2_residuals_audit_011,module_2,relationships_regression,residuals,residuals,A regression predicted 82 but the observed value was 90. What is the residual?,4,0,,False,False,False,False,False,,audited
module_2_causation_lurking_audit_012,module_2,relationships_regression,association_causation,causation_lurking,A study finds ice cream sales and drowning incidents both rise in summer. What issue should be considered?,4,0,,False,False,False,False,False,,audited
module_3_sampling_bias_audit_013,module_3,producing_data,sampling_bias,sampling_bias,A website poll is answered only by visitors who feel strongly. What bias is most likely?,4,0,,False,False,False,False,False,,audited
module_3_sampling_design_audit_014,module_3,producing_data,simple_random_sample,sampling_design,What is a simple random sample?,4,0,,False,False,False,False,False,,audited
module_3_study_design_audit_015,module_3,producing_data,observational_vs_experiment,study_design,Researchers assign students to two study methods by chance. What type of study is this?,4,0,,False,False,False,False,False,,audited
module_3_study_design_audit_016,module_3,producing_data,observational_vs_experiment,study_design,Researchers compare existing coffee drinkers with non-drinkers without assigning habits. What type of study is this?,4,0,,False,False,False,False,False,,audited
module_3_experimental_design_audit_017,module_3,producing_data,random_assignment,experimental_design,What is the main purpose of random assignment?,4,0,,False,False,False,False,False,,audited
module_3_experimental_design_audit_018,module_3,producing_data,blinding_placebo,experimental_design,Why use a placebo in a medical experiment?,4,0,,False,False,False,False,False,,audited
module_3_experimental_design_audit_019,module_3,producing_data,blocking,experimental_design,Why block subjects before random assignment?,4,0,,False,False,False,False,False,,audited
module_4_probability_rules_audit_020,module_4,probability_basics,complement_rule,probability_rules,"If the chance of rain is 0.25, what is the chance it does not rain?",4,0,,False,False,False,False,False,,audited
module_4_probability_rules_audit_021,module_4,probability_basics,disjoint_events,probability_rules,Two events cannot happen together. What are they called?,4,0,,False,False,False,False,False,,audited
module_4_independence_audit_022,module_4,probability_basics,independence,independence,"If knowing A occurred does not change P(B), A and B are what?",4,0,,False,False,False,False,False,,audited
module_4_probability_models_audit_023,module_4,probability_basics,probability_model,probability_models,A list of outcomes with probabilities assigned to each outcome is a,4,0,,False,False,False,False,False,,audited
module_4_random_variables_audit_024,module_4,probability_basics,random_variable,random_variables,The number of heads in five coin flips is a,4,0,,False,False,False,False,False,,audited
module_4_random_variables_audit_025,module_4,probability_basics,expected_value,random_variables,The mean of a random variable is best interpreted as a,4,0,,False,False,False,False,False,,audited
module_5_z_scores_audit_026,module_5,normal_dist,z_score_interpretation,z_scores,What does a z-score measure?,4,0,,False,False,False,False,False,,audited
module_5_standard_normal_audit_027,module_5,normal_dist,standard_normal,standard_normal,Which statement describes the standard Normal distribution?,4,0,,False,False,False,False,False,,audited
module_5_normal_distribution_audit_028,module_5,normal_dist,empirical_rule,normal_distribution,About 95% of observations in a Normal distribution fall within how many standard deviations of the mean?,4,0,,False,False,False,False,False,,audited
module_5_normal_distribution_audit_029,module_5,normal_dist,normal_probability,normal_distribution,"In a density curve, proportions are represented by",4,0,,False,False,False,False,False,,audited
module_5_binomial_setting_audit_030,module_5,binomial_dist,binomial_setting,binomial_setting,Which condition belongs to the binomial setting?,4,0,,False,False,False,False,False,,audited
module_5_binomial_distribution_audit_031,module_5,binomial_dist,binomial_distribution,binomial_distribution,A binomial random variable counts the,4,0,,False,False,False,False,False,,audited
module_6_parameter_vs_statistic_audit_032,module_6,sampling_dist,parameter_statistic,parameter_vs_statistic,The true average GPA of all students at a college is a,4,0,,False,False,False,False,False,,audited
module_6_parameter_vs_statistic_audit_033,module_6,sampling_dist,parameter_statistic,parameter_vs_statistic,The average GPA of 80 sampled students is a,4,0,,False,False,False,False,False,,audited
module_6_sampling_distribution_audit_034,module_6,sampling_dist,sampling_distribution,sampling_distribution,A sampling distribution is the distribution of,4,0,,False,False,False,False,False,,audited
module_6_standard_error_audit_035,module_6,sampling_dist,standard_error,standard_error,What is standard error?,4,0,,False,False,False,False,False,,audited
module_6_law_large_numbers_audit_036,module_6,sampling_dist,law_large_numbers,law_large_numbers,"As sample size grows, the sample mean tends to get closer to",4,0,,False,False,False,False,False,,audited
module_6_clt_audit_037,module_6,sampling_dist,central_limit_theorem,clt,"For large samples, the sampling distribution of the sample mean is often approximately",4,0,,False,False,False,False,False,,audited
module_7_ci_basics_audit_038,module_7,ci_prop,confidence_level,ci_basics,A confidence level describes,4,0,,False,False,False,False,False,,audited
module_7_ci_basics_audit_039,module_7,ci_prop,margin_of_error,ci_basics,A margin of error is,4,0,,False,False,False,False,False,,audited
module_7_ci_interpretation_audit_040,module_7,ci_mean,ci_interpretation,ci_interpretation,A confidence interval for a mean estimates,4,0,,False,False,False,False,False,,audited
module_7_ci_conditions_audit_041,module_7,ci_prop,conditions_for_intervals,ci_conditions,A confidence interval for a proportion uses what type of response?,4,0,,False,False,False,False,False,,audited
module_7_ci_mean_audit_042,module_7,ci_mean,t_interval,ci_mean,"When σ is unknown for a mean, introductory methods often use a",4,0,,False,False,False,False,False,,audited
module_7_ci_behavior_audit_043,module_7,ci_prop,sample_size_ci,ci_behavior,Increasing sample size usually makes a confidence interval,4,0,,False,False,False,False,False,,audited
module_8_test_basics_audit_044,module_8,ht_foundations,null_alternative,test_basics,The null hypothesis usually states,4,0,,False,False,False,False,False,,audited
module_8_p_value_audit_045,module_8,ht_foundations,p_value_interpretation,p_value,A p-value is calculated assuming,4,0,,False,False,False,False,False,,audited
module_8_decision_rule_audit_046,module_8,ht_foundations,decision_rule,decision_rule,"If the p-value is small compared with alpha, what is the usual decision?",4,0,,False,False,False,False,False,,audited
module_8_errors_audit_047,module_8,ht_foundations,type_i_error,errors,A Type I error means,4,0,,False,False,False,False,False,,audited
module_8_mean_test_audit_048,module_8,ht_mean,one_sample_t_test,mean_test,A one-sample t test is used for claims about a,4,0,,False,False,False,False,False,,audited
module_8_proportion_test_audit_049,module_8,ht_prop,one_proportion_test,proportion_test,A one-proportion z test is used for claims about a,4,0,,False,False,False,False,False,,audited
module_9_inference_cautions_audit_050,module_9,uses_abuses_tests,practical_significance,inference_cautions,A result with p < 0.001 has a tiny effect size. What should be considered?,4,0,,False,False,False,False,False,,audited
module_9_inference_cautions_audit_051,module_9,uses_abuses_tests,fail_to_reject,inference_cautions,Why is “we proved H0 true” a bad conclusion?,4,0,,False,False,False,False,False,,audited
module_9_inference_cautions_audit_052,module_9,uses_abuses_tests,conditions,inference_cautions,Why check conditions before inference?,4,0,,False,False,False,False,False,,audited
module_9_statistical_thinking_audit_053,module_9,uses_abuses_tests,causation_caution,statistical_thinking,Why should observational studies avoid automatic causal claims?,4,0,,False,False,False,False,False,,audited
module_9_inference_cautions_audit_054,module_9,uses_abuses_tests,multiple_testing,inference_cautions,Why is running many tests without adjustment risky?,4,0,,False,False,False,False,False,,audited
module_9_statistical_thinking_audit_055,module_9,uses_abuses_tests,generalization,statistical_thinking,What determines whether results generalize to a wider population?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_001,cumulative_review,final_review,variable_classification,cumulative_mix,Cumulative review: A survey records whether each student lives on campus or off campus.,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_002,cumulative_review,final_review,resistant_measures,cumulative_mix,Cumulative review: A city income distribution has a few billionaire households. Which center better describes a typical household?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_003,cumulative_review,final_review,probability_rules,cumulative_mix,"Cumulative review: If P(A or B) = P(A) + P(B), what must be true?",4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_004,cumulative_review,final_review,binomial_setting,cumulative_mix,Cumulative review: A binomial count records what?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_005,cumulative_review,final_review,parameter_statistic,cumulative_mix,Cumulative review: A poll reports p-hat = 0.54 from 800 sampled voters. What is p-hat?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_006,cumulative_review,final_review,binomial_setting,cumulative_mix,Cumulative review: A binomial count records what? (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_007,cumulative_review,final_review,sampling_bias,cumulative_mix,Cumulative review: A radio host asks listeners to call in with opinions. What is the main problem?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_008,cumulative_review,final_review,p_value_interpretation,cumulative_mix,Cumulative review: A small p-value means what?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_009,cumulative_review,final_review,confidence_level,cumulative_mix,Cumulative review: What does 95% confidence describe?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_010,cumulative_review,final_review,binomial_setting,cumulative_mix,Cumulative review: A binomial count records what? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_011,cumulative_review,final_review,parameter_statistic,cumulative_mix,Cumulative review: A poll reports p-hat = 0.54 from 800 sampled voters. What is p-hat? (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_012,cumulative_review,final_review,binomial_setting,cumulative_mix,Cumulative review: A binomial count records what? (Cumulative Review) [variant 3],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_013,cumulative_review,final_review,sampling_bias,cumulative_mix,Cumulative review: A radio host asks listeners to call in with opinions. What is the main problem? (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_014,cumulative_review,final_review,p_value_interpretation,cumulative_mix,Cumulative review: A small p-value means what? (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_015,cumulative_review,final_review,variable_classification,cumulative_mix,Cumulative review: A survey records whether each student lives on campus or off campus. (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_016,cumulative_review,final_review,resistant_measures,cumulative_mix,Cumulative review: A city income distribution has a few billionaire households. Which center better describes a typical household? (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_017,cumulative_review,final_review,parameter_statistic,cumulative_mix,Cumulative review: A poll reports p-hat = 0.54 from 800 sampled voters. What is p-hat? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_018,cumulative_review,final_review,binomial_setting,cumulative_mix,Cumulative review: A binomial count records what? (Cumulative Review) [variant 4],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_019,cumulative_review,final_review,p_value_interpretation,cumulative_mix,Cumulative review: A small p-value means what? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_020,cumulative_review,final_review,causation_lurking,cumulative_mix,Cumulative review: Students with more tutoring hours have higher grades. What caution is needed?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_021,cumulative_review,final_review,confidence_level,cumulative_mix,Cumulative review: What does 95% confidence describe? (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_022,cumulative_review,final_review,sampling_bias,cumulative_mix,Cumulative review: A radio host asks listeners to call in with opinions. What is the main problem? (Cumulative Review) [variant 2],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_023,cumulative_review,final_review,probability_rules,cumulative_mix,"Cumulative review: If P(A or B) = P(A) + P(B), what must be true? (Cumulative Review)",4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_024,cumulative_review,final_review,binomial_setting,cumulative_mix,Cumulative review: A binomial count records what? (Cumulative Review) [variant 5],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_025,cumulative_review,final_review,probability_rules,cumulative_mix,"Cumulative review: If P(A or B) = P(A) + P(B), what must be true? (Cumulative Review) [variant 2]",4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_026,cumulative_review,final_review,z_score_interpretation,cumulative_mix,Cumulative review: A z-score of -1.5 means what?,4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_027,cumulative_review,final_review,z_score_interpretation,cumulative_mix,Cumulative review: A z-score of -1.5 means what? (Cumulative Review),4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_028,cumulative_review,final_review,parameter_statistic,cumulative_mix,Cumulative review: A poll reports p-hat = 0.54 from 800 sampled voters. What is p-hat? (Cumulative Review) [variant 3],4,0,,False,False,False,False,False,,audited
cumulative_review_cumulative_mix_029,cumulative_review,final_review,causation_lurking,cumulative_mix,Cumulative review: Students with more tutoring hours have higher grades. What caution is needed? (Cumulative Review),4,0,,False,False,False,False,False,,audited
