question_id,module_id,topic_id,concept_tag,n_options,correct_choice_id,correct_option_text,duplicate_option_text,duplicate_option_id,correct_choice_id_not_in_options,correct_answer_text_not_in_options,issue_count,issues,option_texts
module_1_extra_context_practice_010,module_1,data_graphs,graph_selection,4,c,Bar chart,FALSE,FALSE,FALSE,FALSE,0,,Scatterplot | Time plot | Bar chart | Histogram
module_1_extra_context_practice_011,module_1,descriptive_stats,center_spread,4,a,Mean and standard deviation,FALSE,FALSE,FALSE,FALSE,0,,Mean and standard deviation | p-value and alpha | Median and IQR | Correlation and slope
module_1_extra_context_practice_012,module_1,descriptive_stats,skewness_outliers,4,d,Farther toward the right tail,FALSE,FALSE,FALSE,FALSE,0,,Farther toward the left tail | It cannot be compared | Exactly equal to the median | Farther toward the right tail
module_2_extra_context_practice_001,module_2,relationships_regression,correlation_facts,4,b,Strong positive linear association,FALSE,FALSE,FALSE,FALSE,0,,Strong negative linear association | Strong positive linear association | Proof of causation | No linear association
module_2_extra_context_practice_002,module_2,relationships_regression,residuals,4,c,Observed y is above predicted y,FALSE,FALSE,FALSE,FALSE,0,,x is categorical | The slope is zero | Observed y is above predicted y | Observed y is below predicted y
module_2_extra_context_practice_003,module_2,relationships_regression,lurking_variables,4,a,Lurking variable,FALSE,FALSE,FALSE,FALSE,0,,Lurking variable | Binomial trial | Confidence level | Sampling frame
module_2_extra_context_practice_004,module_2,relationships_regression,lurking_variables,4,a,Lurking variable,FALSE,FALSE,FALSE,FALSE,0,,Lurking variable | Binomial trial | Sampling frame | Confidence level
module_2_extra_context_practice_005,module_2,relationships_regression,correlation_facts,4,b,Strong positive linear association,FALSE,FALSE,FALSE,FALSE,0,,Strong negative linear association | Strong positive linear association | Proof of causation | No linear association
module_2_extra_context_practice_006,module_2,relationships_regression,residuals,4,a,Observed y is above predicted y,FALSE,FALSE,FALSE,FALSE,0,,Observed y is above predicted y | Observed y is below predicted y | The slope is zero | x is categorical
module_2_extra_context_practice_007,module_2,relationships_regression,correlation_facts,4,b,Strong positive linear association,FALSE,FALSE,FALSE,FALSE,0,,No linear association | Strong positive linear association | Proof of causation | Strong negative linear association
module_2_extra_context_practice_008,module_2,relationships_regression,residuals,4,c,Observed y is above predicted y,FALSE,FALSE,FALSE,FALSE,0,,The slope is zero | Observed y is below predicted y | Observed y is above predicted y | x is categorical
module_2_extra_context_practice_009,module_2,relationships_regression,lurking_variables,4,d,Lurking variable,FALSE,FALSE,FALSE,FALSE,0,,Confidence level | Sampling frame | Binomial trial | Lurking variable
module_2_extra_context_practice_010,module_2,relationships_regression,lurking_variables,4,b,Lurking variable,FALSE,FALSE,FALSE,FALSE,0,,Binomial trial | Lurking variable | Confidence level | Sampling frame
module_2_extra_context_practice_014,module_2,relationships_regression,correlation_facts,4,d,Strong positive linear association,FALSE,FALSE,FALSE,FALSE,0,,No linear association | Strong negative linear association | Proof of causation | Strong positive linear association
module_2_extra_context_practice_020,module_2,relationships_regression,residuals,4,c,Observed y is above predicted y,FALSE,FALSE,FALSE,FALSE,0,,x is categorical | The slope is zero | Observed y is above predicted y | Observed y is below predicted y
module_3_extra_context_practice_001,module_3,producing_data,bias,4,b,Results that systematically miss the truth in one direction,FALSE,FALSE,FALSE,FALSE,0,,No variation | Results that systematically miss the truth in one direction | Only random variation | A guaranteed Normal distribution
module_3_extra_context_practice_002,module_3,producing_data,sampling_design,4,d,Simple random sample,FALSE,FALSE,FALSE,FALSE,0,,Voluntary response sample | Observational census | Convenience sample | Simple random sample
module_3_extra_context_practice_003,module_3,producing_data,sampling_design,4,b,Simple random sample,FALSE,FALSE,FALSE,FALSE,0,,Convenience sample | Simple random sample | Voluntary response sample | Observational census
module_3_extra_context_practice_004,module_3,producing_data,bias,4,b,Results that systematically miss the truth in one direction,FALSE,FALSE,FALSE,FALSE,0,,A guaranteed Normal distribution | Results that systematically miss the truth in one direction | Only random variation | No variation
module_3_extra_context_practice_005,module_3,producing_data,experimental_design,4,c,Researchers impose treatments,FALSE,FALSE,FALSE,FALSE,0,,The data are quantitative | Researchers calculate a mean | Researchers impose treatments | There is always a p-value
module_3_extra_context_practice_006,module_3,producing_data,bias,4,a,Results that systematically miss the truth in one direction,FALSE,FALSE,FALSE,FALSE,0,,Results that systematically miss the truth in one direction | No variation | A guaranteed Normal distribution | Only random variation
module_3_extra_context_practice_007,module_3,producing_data,bias,4,d,Results that systematically miss the truth in one direction,FALSE,FALSE,FALSE,FALSE,0,,Only random variation | No variation | A guaranteed Normal distribution | Results that systematically miss the truth in one direction
module_3_extra_context_practice_008,module_3,producing_data,experimental_design,4,c,Researchers impose treatments,FALSE,FALSE,FALSE,FALSE,0,,The data are quantitative | Researchers calculate a mean | Researchers impose treatments | There is always a p-value
module_3_extra_context_practice_009,module_3,producing_data,experimental_design,4,b,Researchers impose treatments,FALSE,FALSE,FALSE,FALSE,0,,Researchers calculate a mean | Researchers impose treatments | The data are quantitative | There is always a p-value
module_3_extra_context_practice_011,module_3,producing_data,experimental_design,4,a,Researchers impose treatments,FALSE,FALSE,FALSE,FALSE,0,,Researchers impose treatments | There is always a p-value | Researchers calculate a mean | The data are quantitative
module_3_extra_context_practice_034,module_3,producing_data,sampling_design,4,b,Simple random sample,FALSE,FALSE,FALSE,FALSE,0,,Convenience sample | Simple random sample | Observational census | Voluntary response sample
module_3_extra_context_practice_039,module_3,producing_data,sampling_design,4,a,Simple random sample,FALSE,FALSE,FALSE,FALSE,0,,Simple random sample | Convenience sample | Voluntary response sample | Observational census
module_4_extra_context_practice_001,module_4,probability_basics,random_variables,4,b,Its long-run average outcome,FALSE,FALSE,FALSE,FALSE,0,,Its largest possible value | Its long-run average outcome | Its p-value | Its categorical label
module_4_extra_context_practice_002,module_4,probability_basics,independence,4,c,P(B),FALSE,FALSE,FALSE,FALSE,0,,0 | P(A) | P(B) | 1 - P(B)
module_4_extra_context_practice_003,module_4,probability_basics,probability_rules,4,c,1,FALSE,FALSE,FALSE,FALSE,0,,0 | 0.5 | 1 | The sample mean
module_4_extra_context_practice_004,module_4,probability_basics,random_variables,4,c,Its long-run average outcome,FALSE,FALSE,FALSE,FALSE,0,,Its largest possible value | Its categorical label | Its long-run average outcome | Its p-value
module_4_extra_context_practice_005,module_4,probability_basics,independence,4,b,P(B),FALSE,FALSE,FALSE,FALSE,0,,1 - P(B) | P(B) | 0 | P(A)
module_4_extra_context_practice_006,module_4,probability_basics,probability_rules,4,d,1,FALSE,FALSE,FALSE,FALSE,0,,0.5 | The sample mean | 0 | 1
module_4_extra_context_practice_007,module_4,probability_basics,random_variables,4,c,Its long-run average outcome,FALSE,FALSE,FALSE,FALSE,0,,Its largest possible value | Its categorical label | Its long-run average outcome | Its p-value
module_4_extra_context_practice_008,module_4,probability_basics,random_variables,4,a,Its long-run average outcome,FALSE,FALSE,FALSE,FALSE,0,,Its long-run average outcome | Its largest possible value | Its categorical label | Its p-value
module_4_extra_context_practice_010,module_4,probability_basics,independence,4,b,P(B),FALSE,FALSE,FALSE,FALSE,0,,0 | P(B) | 1 - P(B) | P(A)
module_4_extra_context_practice_011,module_4,probability_basics,independence,4,a,P(B),FALSE,FALSE,FALSE,FALSE,0,,P(B) | 0 | P(A) | 1 - P(B)
module_4_extra_context_practice_017,module_4,probability_basics,probability_rules,4,d,1,FALSE,FALSE,FALSE,FALSE,0,,The sample mean | 0 | 0.5 | 1
module_4_extra_context_practice_021,module_4,probability_basics,probability_rules,4,b,1,FALSE,FALSE,FALSE,FALSE,0,,The sample mean | 1 | 0 | 0.5
module_5_extra_context_practice_001,module_5,normal_dist,normal_probability,4,c,Area,FALSE,FALSE,FALSE,FALSE,0,,A regression residual | A category count | Area | A bar height only
module_5_extra_context_practice_002,module_5,normal_dist,standard_normal,4,d,0 and 1,FALSE,FALSE,FALSE,FALSE,0,,0 and 0 | 1 and 0 | 1 and 1 | 0 and 1
module_5_extra_context_practice_003,module_5,normal_dist,standard_normal,4,a,0 and 1,FALSE,FALSE,FALSE,FALSE,0,,0 and 1 | 1 and 1 | 1 and 0 | 0 and 0
module_5_extra_context_practice_004,module_5,normal_dist,normal_probability,4,b,Area,FALSE,FALSE,FALSE,FALSE,0,,A category count | Area | A regression residual | A bar height only
module_5_extra_context_practice_005,module_5,normal_dist,normal_probability,4,a,Area,FALSE,FALSE,FALSE,FALSE,0,,Area | A category count | A bar height only | A regression residual
module_5_extra_context_practice_006,module_5,normal_dist,standard_normal,4,a,0 and 1,FALSE,FALSE,FALSE,FALSE,0,,0 and 1 | 1 and 0 | 0 and 0 | 1 and 1
module_5_extra_context_practice_007,module_5,normal_dist,normal_probability,4,d,Area,FALSE,FALSE,FALSE,FALSE,0,,A bar height only | A category count | A regression residual | Area
module_5_extra_context_practice_008,module_5,binomial_dist,binomial_conditions,4,b,Same success probability on each trial,FALSE,FALSE,FALSE,FALSE,0,,Unlimited number of trials | Same success probability on each trial | Changing probability each trial | Quantitative response variable
module_5_extra_context_practice_009,module_5,normal_dist,standard_normal,4,b,0 and 1,FALSE,FALSE,FALSE,FALSE,0,,0 and 0 | 0 and 1 | 1 and 0 | 1 and 1
module_5_extra_context_practice_012,module_5,binomial_dist,binomial_conditions,4,c,Same success probability on each trial,FALSE,FALSE,FALSE,FALSE,0,,Unlimited number of trials | Changing probability each trial | Same success probability on each trial | Quantitative response variable
module_5_extra_context_practice_017,module_5,binomial_dist,binomial_conditions,4,d,Same success probability on each trial,FALSE,FALSE,FALSE,FALSE,0,,Quantitative response variable | Changing probability each trial | Unlimited number of trials | Same success probability on each trial
module_5_extra_context_practice_022,module_5,binomial_dist,binomial_conditions,4,b,Same success probability on each trial,FALSE,FALSE,FALSE,FALSE,0,,Quantitative response variable | Same success probability on each trial | Changing probability each trial | Unlimited number of trials
module_6_extra_context_practice_001,module_6,sampling_dist,standard_error,4,d,Standard error,FALSE,FALSE,FALSE,FALSE,0,,Range | IQR | P-value | Standard error
module_6_extra_context_practice_002,module_6,sampling_dist,standard_error,4,d,Standard error,FALSE,FALSE,FALSE,FALSE,0,,IQR | Range | P-value | Standard error
module_6_extra_context_practice_003,module_6,sampling_dist,clt,4,a,The shape of sample mean distributions for large samples,FALSE,FALSE,FALSE,FALSE,0,,The shape of sample mean distributions for large samples | The color of a histogram | The exact value of the parameter | Which sample is voluntary
module_6_extra_context_practice_004,module_6,sampling_dist,standard_error,4,b,Standard error,FALSE,FALSE,FALSE,FALSE,0,,Range | Standard error | P-value | IQR
module_6_extra_context_practice_005,module_6,sampling_dist,standard_error,4,d,Standard error,FALSE,FALSE,FALSE,FALSE,0,,Range | IQR | P-value | Standard error
module_6_extra_context_practice_009,module_6,sampling_dist,clt,4,b,The shape of sample mean distributions for large samples,FALSE,FALSE,FALSE,FALSE,0,,The color of a histogram | The shape of sample mean distributions for large samples | Which sample is voluntary | The exact value of the parameter
module_6_extra_context_practice_011,module_6,sampling_dist,bias_variability,4,b,At the true parameter value,FALSE,FALSE,FALSE,FALSE,0,,At zero always | At the true parameter value | At the p-value | At the sample size
module_6_extra_context_practice_012,module_6,sampling_dist,bias_variability,4,b,At the true parameter value,FALSE,FALSE,FALSE,FALSE,0,,At the p-value | At the true parameter value | At the sample size | At zero always
module_6_extra_context_practice_014,module_6,sampling_dist,bias_variability,4,b,At the true parameter value,FALSE,FALSE,FALSE,FALSE,0,,At zero always | At the true parameter value | At the p-value | At the sample size
module_6_extra_context_practice_016,module_6,sampling_dist,clt,4,d,The shape of sample mean distributions for large samples,FALSE,FALSE,FALSE,FALSE,0,,The exact value of the parameter | Which sample is voluntary | The color of a histogram | The shape of sample mean distributions for large samples
module_6_extra_context_practice_017,module_6,sampling_dist,clt,4,a,The shape of sample mean distributions for large samples,FALSE,FALSE,FALSE,FALSE,0,,The shape of sample mean distributions for large samples | The exact value of the parameter | Which sample is voluntary | The color of a histogram
module_6_extra_context_practice_020,module_6,sampling_dist,bias_variability,4,a,At the true parameter value,FALSE,FALSE,FALSE,FALSE,0,,At the true parameter value | At the sample size | At zero always | At the p-value
module_7_extra_context_practice_001,module_7,ci_mean,margin_of_error,4,c,Confidence interval,FALSE,FALSE,FALSE,FALSE,0,,Null hypothesis | Scatterplot | Confidence interval | P-value
module_7_extra_context_practice_002,module_7,ci_mean,ci_interpretation,4,b,Population parameter,FALSE,FALSE,FALSE,FALSE,0,,Raw individual value | Population parameter | Sample statistic only | Graph title
module_7_extra_context_practice_003,module_7,ci_mean,margin_of_error,4,c,Confidence interval,FALSE,FALSE,FALSE,FALSE,0,,P-value | Scatterplot | Confidence interval | Null hypothesis
module_7_extra_context_practice_004,module_7,ci_mean,margin_of_error,4,c,Confidence interval,FALSE,FALSE,FALSE,FALSE,0,,P-value | Null hypothesis | Confidence interval | Scatterplot
module_7_extra_context_practice_005,module_7,ci_prop,conditions_for_intervals,4,c,"Large enough for a Normal approximation, when using large-sample methods",FALSE,FALSE,FALSE,FALSE,0,,"Ignored | Exactly equal | Large enough for a Normal approximation, when using large-sample methods | All outliers"
module_7_extra_context_practice_006,module_7,ci_mean,ci_interpretation,4,c,Population parameter,FALSE,FALSE,FALSE,FALSE,0,,Sample statistic only | Graph title | Population parameter | Raw individual value
module_7_extra_context_practice_007,module_7,ci_prop,conditions_for_intervals,4,b,"Large enough for a Normal approximation, when using large-sample methods",FALSE,FALSE,FALSE,FALSE,0,,"All outliers | Large enough for a Normal approximation, when using large-sample methods | Ignored | Exactly equal"
module_7_extra_context_practice_008,module_7,ci_mean,margin_of_error,4,a,Confidence interval,FALSE,FALSE,FALSE,FALSE,0,,Confidence interval | Null hypothesis | Scatterplot | P-value
module_7_extra_context_practice_010,module_7,ci_mean,ci_interpretation,4,c,Population parameter,FALSE,FALSE,FALSE,FALSE,0,,Graph title | Sample statistic only | Population parameter | Raw individual value
module_7_extra_context_practice_011,module_7,ci_prop,conditions_for_intervals,4,b,"Large enough for a Normal approximation, when using large-sample methods",FALSE,FALSE,FALSE,FALSE,0,,"Exactly equal | Large enough for a Normal approximation, when using large-sample methods | Ignored | All outliers"
module_7_extra_context_practice_012,module_7,ci_prop,conditions_for_intervals,4,b,"Large enough for a Normal approximation, when using large-sample methods",FALSE,FALSE,FALSE,FALSE,0,,"Exactly equal | Large enough for a Normal approximation, when using large-sample methods | Ignored | All outliers"
module_7_extra_context_practice_013,module_7,ci_mean,ci_interpretation,4,a,Population parameter,FALSE,FALSE,FALSE,FALSE,0,,Population parameter | Graph title | Raw individual value | Sample statistic only
module_8_extra_context_practice_001,module_8,ht_foundations,decision_rule,4,d,Reject H0,FALSE,FALSE,FALSE,FALSE,0,,Increase the sample size after seeing results | Use a bar chart | Accept H0 as proven | Reject H0
module_8_extra_context_practice_002,module_8,ht_mean,test_statistic,4,a,How far the sample result is from the null value in standard-error units,FALSE,FALSE,FALSE,FALSE,0,,How far the sample result is from the null value in standard-error units | The confidence level | The number of categories | The graph title
module_8_extra_context_practice_003,module_8,ht_mean,test_statistic,4,b,How far the sample result is from the null value in standard-error units,FALSE,FALSE,FALSE,FALSE,0,,The confidence level | How far the sample result is from the null value in standard-error units | The number of categories | The graph title
module_8_extra_context_practice_004,module_8,ht_mean,test_statistic,4,b,How far the sample result is from the null value in standard-error units,FALSE,FALSE,FALSE,FALSE,0,,The graph title | How far the sample result is from the null value in standard-error units | The confidence level | The number of categories
module_8_extra_context_practice_005,module_8,ht_mean,test_statistic,4,d,How far the sample result is from the null value in standard-error units,FALSE,FALSE,FALSE,FALSE,0,,The confidence level | The graph title | The number of categories | How far the sample result is from the null value in standard-error units
module_8_extra_context_practice_006,module_8,ht_foundations,alternative_hypothesis,4,d,< or >,FALSE,FALSE,FALSE,FALSE,0,,= only | r always | approximately equal only | < or >
module_8_extra_context_practice_007,module_8,ht_foundations,alternative_hypothesis,4,c,< or >,FALSE,FALSE,FALSE,FALSE,0,,r always | approximately equal only | < or > | = only
module_8_extra_context_practice_008,module_8,ht_foundations,decision_rule,4,c,Reject H0,FALSE,FALSE,FALSE,FALSE,0,,Accept H0 as proven | Use a bar chart | Reject H0 | Increase the sample size after seeing results
module_8_extra_context_practice_009,module_8,ht_foundations,alternative_hypothesis,4,c,< or >,FALSE,FALSE,FALSE,FALSE,0,,r always | = only | < or > | approximately equal only
module_8_extra_context_practice_010,module_8,ht_foundations,decision_rule,4,c,Reject H0,FALSE,FALSE,FALSE,FALSE,0,,Accept H0 as proven | Increase the sample size after seeing results | Reject H0 | Use a bar chart
module_8_extra_context_practice_011,module_8,ht_foundations,decision_rule,4,d,Reject H0,FALSE,FALSE,FALSE,FALSE,0,,Accept H0 as proven | Increase the sample size after seeing results | Use a bar chart | Reject H0
module_8_extra_context_practice_014,module_8,ht_foundations,alternative_hypothesis,4,a,< or >,FALSE,FALSE,FALSE,FALSE,0,,< or > | approximately equal only | r always | = only
module_9_extra_context_practice_001,module_9,uses_abuses_tests,conditions,4,a,Be cautious or choose another method,FALSE,FALSE,FALSE,FALSE,0,,Be cautious or choose another method | Report only p < 0.05 | Claim causation | Ignore the issue
module_9_extra_context_practice_002,module_9,uses_abuses_tests,generalization,4,b,How the data were produced,FALSE,FALSE,FALSE,FALSE,0,,Whether r is positive | How the data were produced | Only the p-value | The color of the graph
module_9_extra_context_practice_003,module_9,uses_abuses_tests,conditions,4,c,Be cautious or choose another method,FALSE,FALSE,FALSE,FALSE,0,,Ignore the issue | Claim causation | Be cautious or choose another method | Report only p < 0.05
module_9_extra_context_practice_004,module_9,uses_abuses_tests,generalization,4,c,How the data were produced,FALSE,FALSE,FALSE,FALSE,0,,Only the p-value | Whether r is positive | How the data were produced | The color of the graph
module_9_extra_context_practice_005,module_9,uses_abuses_tests,generalization,4,d,How the data were produced,FALSE,FALSE,FALSE,FALSE,0,,Whether r is positive | The color of the graph | Only the p-value | How the data were produced
module_9_extra_context_practice_006,module_9,uses_abuses_tests,conditions,4,d,Be cautious or choose another method,FALSE,FALSE,FALSE,FALSE,0,,Claim causation | Ignore the issue | Report only p < 0.05 | Be cautious or choose another method
module_9_extra_context_practice_007,module_9,uses_abuses_tests,uncertainty,4,b,Statements with uncertainty,FALSE,FALSE,FALSE,FALSE,0,,Guaranteed facts about every individual | Statements with uncertainty | Only opinions | Always causal
module_9_extra_context_practice_008,module_9,uses_abuses_tests,generalization,4,d,How the data were produced,FALSE,FALSE,FALSE,FALSE,0,,Whether r is positive | The color of the graph | Only the p-value | How the data were produced
module_9_extra_context_practice_009,module_9,uses_abuses_tests,conditions,4,a,Be cautious or choose another method,FALSE,FALSE,FALSE,FALSE,0,,Be cautious or choose another method | Ignore the issue | Report only p < 0.05 | Claim causation
module_9_extra_context_practice_010,module_9,uses_abuses_tests,uncertainty,4,b,Statements with uncertainty,FALSE,FALSE,FALSE,FALSE,0,,Always causal | Statements with uncertainty | Guaranteed facts about every individual | Only opinions
module_9_extra_context_practice_017,module_9,uses_abuses_tests,uncertainty,4,a,Statements with uncertainty,FALSE,FALSE,FALSE,FALSE,0,,Statements with uncertainty | Only opinions | Always causal | Guaranteed facts about every individual
module_9_extra_context_practice_020,module_9,uses_abuses_tests,uncertainty,4,d,Statements with uncertainty,FALSE,FALSE,FALSE,FALSE,0,,Always causal | Guaranteed facts about every individual | Only opinions | Statements with uncertainty
module_1_variable_classification_audit_001,module_1,data_graphs,variable_classification,4,b,Categorical,FALSE,FALSE,FALSE,FALSE,0,,Quantitative | Categorical | Sampling distribution | Measure of center
module_1_graph_choice_audit_002,module_1,data_graphs,graph_selection,5,a,Bar chart,FALSE,FALSE,FALSE,FALSE,0,,Bar chart | Histogram | Scatterplot | Time plot | Pie chart
module_1_graph_choice_audit_003,module_1,data_graphs,graph_selection,5,d,Histogram,FALSE,FALSE,FALSE,FALSE,0,,Scatterplot | Bar chart | Pie chart | Histogram | Time plot
module_1_time_plot_audit_004,module_1,data_graphs,time_plots,4,a,Time plot,FALSE,FALSE,FALSE,FALSE,0,,Time plot | Boxplot | Pie chart | Histogram
module_1_resistant_measures_audit_005,module_1,descriptive_stats,resistant_measures,4,a,Median,FALSE,FALSE,FALSE,FALSE,0,,Median | Standard deviation | Range | Mean
module_1_spread_summary_audit_006,module_1,descriptive_stats,spread_iqr,4,b,Interquartile range,FALSE,FALSE,FALSE,FALSE,0,,Mean | Interquartile range | Median | Correlation
module_2_scatterplot_direction_audit_007,module_2,relationships_regression,association_direction,4,a,Negative association,FALSE,FALSE,FALSE,FALSE,0,,Negative association | Positive association | Causal proof | No association
module_2_correlation_properties_audit_008,module_2,relationships_regression,correlation_facts,4,b,Strong negative linear association,FALSE,FALSE,FALSE,FALSE,0,,Proof of causation | Strong negative linear association | No linear association | Weak positive association
module_2_scatterplot_roles_audit_009,module_2,relationships_regression,explanatory_response,4,b,Study hours,FALSE,FALSE,FALSE,FALSE,0,,The p-value | Study hours | The residual | Exam score
module_2_regression_basics_audit_010,module_2,relationships_regression,regression_slope,4,c,Predicted score change for one more study hour,FALSE,FALSE,FALSE,FALSE,0,,The sample size | The correlation | Predicted score change for one more study hour | The intercept only
module_2_residuals_audit_011,module_2,relationships_regression,residuals,4,c,8,FALSE,FALSE,FALSE,FALSE,0,,90 | 82 | 8 | -8
module_2_causation_lurking_audit_012,module_2,relationships_regression,association_causation,4,b,A lurking variable such as temperature,FALSE,FALSE,FALSE,FALSE,0,,Correlation proves causation | A lurking variable such as temperature | The variables are both categorical | The sample size must be 1
module_3_sampling_bias_audit_013,module_3,producing_data,sampling_bias,4,b,Voluntary response bias,FALSE,FALSE,FALSE,FALSE,0,,Blinding | Voluntary response bias | Simple random sampling | Blocking
module_3_sampling_design_audit_014,module_3,producing_data,simple_random_sample,4,d,A sample chosen so every group of the chosen size has the same chance,FALSE,FALSE,FALSE,FALSE,0,,Any large sample | A treatment group | A sample of volunteers | A sample chosen so every group of the chosen size has the same chance
module_3_study_design_audit_015,module_3,producing_data,observational_vs_experiment,4,d,Experiment,FALSE,FALSE,FALSE,FALSE,0,,Voluntary sample | Observational study | Census | Experiment
module_3_study_design_audit_016,module_3,producing_data,observational_vs_experiment,4,c,Observational study,FALSE,FALSE,FALSE,FALSE,0,,Matched pairs experiment | Experiment | Observational study | Simulation only
module_3_experimental_design_audit_017,module_3,producing_data,random_assignment,4,d,To create comparable treatment groups,FALSE,FALSE,FALSE,FALSE,0,,To remove the need for data | To choose a larger population | To guarantee no variation | To create comparable treatment groups
module_3_experimental_design_audit_018,module_3,producing_data,blinding_placebo,4,a,To separate the treatment effect from expectation effects,FALSE,FALSE,FALSE,FALSE,0,,To separate the treatment effect from expectation effects | To calculate the median | To make the sample voluntary | To create a histogram
module_3_experimental_design_audit_019,module_3,producing_data,blocking,4,a,To compare treatments within groups of similar subjects,FALSE,FALSE,FALSE,FALSE,0,,To compare treatments within groups of similar subjects | To remove randomness | To prove all effects are large | To choose a convenience sample
module_4_probability_rules_audit_020,module_4,probability_basics,complement_rule,4,c,0.75,FALSE,FALSE,FALSE,FALSE,0,,1.25 | 0.25 | 0.75 | 0
module_4_probability_rules_audit_021,module_4,probability_basics,disjoint_events,4,c,Disjoint,FALSE,FALSE,FALSE,FALSE,0,,Independent | Normal | Disjoint | Quantitative
module_4_independence_audit_022,module_4,probability_basics,independence,4,d,Independent,FALSE,FALSE,FALSE,FALSE,0,,Skewed | Resistant | Disjoint | Independent
module_4_probability_models_audit_023,module_4,probability_basics,probability_model,4,d,Probability model,FALSE,FALSE,FALSE,FALSE,0,,Regression line | Confidence interval | Boxplot | Probability model
module_4_random_variables_audit_024,module_4,probability_basics,random_variable,4,a,Random variable,FALSE,FALSE,FALSE,FALSE,0,,Random variable | Lurking variable | Parameter | Bar chart
module_4_random_variables_audit_025,module_4,probability_basics,expected_value,4,a,Long-run average outcome,FALSE,FALSE,FALSE,FALSE,0,,Long-run average outcome | Guaranteed single outcome | Median of a sample only | p-value
module_5_z_scores_audit_026,module_5,normal_dist,z_score_interpretation,4,c,Position relative to the mean in standard-deviation units,FALSE,FALSE,FALSE,FALSE,0,,Spread of the middle 50% | A sample size | Position relative to the mean in standard-deviation units | A category count
module_5_standard_normal_audit_027,module_5,normal_dist,standard_normal,4,a,Mean 0 and standard deviation 1,FALSE,FALSE,FALSE,FALSE,0,,Mean 0 and standard deviation 1 | Mean 1 and standard deviation 0 | Any skewed distribution | A bar chart of categories
module_5_normal_distribution_audit_028,module_5,normal_dist,empirical_rule,4,c,2,FALSE,FALSE,FALSE,FALSE,0,,3 | 1 | 2 | 0.5
module_5_normal_distribution_audit_029,module_5,normal_dist,normal_probability,4,c,Area under the curve,FALSE,FALSE,FALSE,FALSE,0,,The sample size | Bar labels only | Area under the curve | The intercept
module_5_binomial_setting_audit_030,module_5,binomial_dist,binomial_setting,4,a,A fixed number of trials,FALSE,FALSE,FALSE,FALSE,0,,A fixed number of trials | No independence | A changing probability each trial | A quantitative response only
module_5_binomial_distribution_audit_031,module_5,binomial_dist,binomial_distribution,4,d,Number of successes,FALSE,FALSE,FALSE,FALSE,0,,Margin of error | Mean of a Normal curve | Slope of a line | Number of successes
module_6_parameter_vs_statistic_audit_032,module_6,sampling_dist,parameter_statistic,4,c,Parameter,FALSE,FALSE,FALSE,FALSE,0,,Statistic | Residual | Parameter | Sample
module_6_parameter_vs_statistic_audit_033,module_6,sampling_dist,parameter_statistic,4,b,Statistic,FALSE,FALSE,FALSE,FALSE,0,,Parameter | Statistic | Population | Null hypothesis
module_6_sampling_distribution_audit_034,module_6,sampling_dist,sampling_distribution,4,b,A statistic over many random samples,FALSE,FALSE,FALSE,FALSE,0,,A categorical variable only | A statistic over many random samples | Raw values in one sample | A single confidence interval
module_6_standard_error_audit_035,module_6,sampling_dist,standard_error,4,b,The standard deviation of a statistic,FALSE,FALSE,FALSE,FALSE,0,,The number of categories | The standard deviation of a statistic | The mean of the population | The median of the raw data
module_6_law_large_numbers_audit_036,module_6,sampling_dist,law_large_numbers,4,d,The population mean,FALSE,FALSE,FALSE,FALSE,0,,The largest observation | The sample size | The p-value | The population mean
module_6_clt_audit_037,module_6,sampling_dist,central_limit_theorem,4,a,Normal,FALSE,FALSE,FALSE,FALSE,0,,Normal | Categorical | Voluntary | Disjoint
module_7_ci_basics_audit_038,module_7,ci_prop,confidence_level,4,a,The long-run success rate of the interval method,FALSE,FALSE,FALSE,FALSE,0,,The long-run success rate of the interval method | The chance this exact interval changes | The sample size only | The p-value
module_7_ci_basics_audit_039,module_7,ci_prop,margin_of_error,4,b,The distance from the estimate to each endpoint,FALSE,FALSE,FALSE,FALSE,0,,The null hypothesis | The distance from the estimate to each endpoint | A lurking variable | The p-value
module_7_ci_interpretation_audit_040,module_7,ci_mean,ci_interpretation,4,a,A population mean,FALSE,FALSE,FALSE,FALSE,0,,A population mean | A bar height | A sample mean only | A correlation
module_7_ci_conditions_audit_041,module_7,ci_prop,conditions_for_intervals,4,b,Categorical success/failure,FALSE,FALSE,FALSE,FALSE,0,,A time series only | Categorical success/failure | Residuals only | Two quantitative variables
module_7_ci_mean_audit_042,module_7,ci_mean,t_interval,4,c,t distribution,FALSE,FALSE,FALSE,FALSE,0,,Binomial distribution | Chi-square graph only | t distribution | Bar chart
module_7_ci_behavior_audit_043,module_7,ci_prop,sample_size_ci,4,a,Narrower,FALSE,FALSE,FALSE,FALSE,0,,Narrower | Unchanged always | Wider | Categorical
module_8_test_basics_audit_044,module_8,ht_foundations,null_alternative,4,c,No effect or a specific parameter value,FALSE,FALSE,FALSE,FALSE,0,,The graph shape | The sample size | No effect or a specific parameter value | The answer choice
module_8_p_value_audit_045,module_8,ht_foundations,p_value_interpretation,4,a,The null hypothesis is true,FALSE,FALSE,FALSE,FALSE,0,,The null hypothesis is true | The sample has no variation | The parameter is known exactly | The alternative is proven
