question_id,module_id,module_label,topic_id,topic_label,concept_tag,difficulty,format,question_text,choices,correct_choice_id,correct_answer,accepted_answers,hint,explanation,source_basis,review_status,generated_by,question_family,answer_type,grading_rule,hint_1,hint_2,hint_3,concept_explanation,solution_explanation,misconception_notes,visual_id,visual_ids,visual_template_id,visual_params,visual_position,visual_required,tutor_visual_ids,generation_method,evidence_used,safe_for_demo,created_at,reviewed_status
module_9_extra_context_practice_007,module_9,Module 9: Uses and Abuses of Tests,uses_abuses_tests,Uses and Abuses of Tests,uncertainty,core,multiple_choice,A report summarizes a statistical conclusion from sample data. Statistical conclusions from samples are usually what kind of statements?,"[{""id"": ""a"", ""text"": ""Guaranteed facts about every individual""}, {""id"": ""b"", ""text"": ""Statements with uncertainty""}, {""id"": ""c"", ""text"": ""Only opinions""}, {""id"": ""d"", ""text"": ""Always causal""}]",b,Statements with uncertainty,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",True,2026-05-09,audited
module_9_extra_context_practice_008,module_9,Module 9: Uses and Abuses of Tests,uses_abuses_tests,Uses and Abuses of Tests,generalization,core,multiple_choice,A poll uses sample data to describe a population. Generalizing to a population depends heavily on what?,"[{""id"": ""a"", ""text"": ""Whether r is positive""}, {""id"": ""b"", ""text"": ""The color of the graph""}, {""id"": ""c"", ""text"": ""Only the p-value""}, {""id"": ""d"", ""text"": ""How the data were produced""}]",d,How the data were produced,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **How the data were produced** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample.","Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **How the data were produced** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",True,2026-05-09,audited
module_9_extra_context_practice_009,module_9,Module 9: Uses and Abuses of Tests,uses_abuses_tests,Uses and Abuses of Tests,conditions,core,multiple_choice,A study violates a condition needed for a method. What should you do if conditions for inference clearly fail?,"[{""id"": ""a"", ""text"": ""Be cautious or choose another method""}, {""id"": ""b"", ""text"": ""Ignore the issue""}, {""id"": ""c"", ""text"": ""Report only p < 0.05""}, {""id"": ""d"", ""text"": ""Claim causation""}]",a,Be cautious or choose another method,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Be cautious or choose another method** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Be cautious or choose another method** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",True,2026-05-09,audited
module_9_extra_context_practice_010,module_9,Module 9: Uses and Abuses of Tests,uses_abuses_tests,Uses and Abuses of Tests,uncertainty,core,multiple_choice,An inference statement includes a confidence level or p-value. Statistical conclusions from samples are usually what kind of statements?,"[{""id"": ""a"", ""text"": ""Always causal""}, {""id"": ""b"", ""text"": ""Statements with uncertainty""}, {""id"": ""c"", ""text"": ""Guaranteed facts about every individual""}, {""id"": ""d"", ""text"": ""Only opinions""}]",b,Statements with uncertainty,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",True,2026-05-09,audited
module_9_extra_context_practice_017,module_9,Module 9: Uses and Abuses of Tests,uses_abuses_tests,Uses and Abuses of Tests,uncertainty,core,multiple_choice,A researcher explains results from a random sample. Statistical conclusions from samples are usually what kind of statements?,"[{""id"": ""a"", ""text"": ""Statements with uncertainty""}, {""id"": ""b"", ""text"": ""Only opinions""}, {""id"": ""c"", ""text"": ""Always causal""}, {""id"": ""d"", ""text"": ""Guaranteed facts about every individual""}]",a,Statements with uncertainty,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",True,2026-05-09,audited
module_9_extra_context_practice_020,module_9,Module 9: Uses and Abuses of Tests,uses_abuses_tests,Uses and Abuses of Tests,uncertainty,core,multiple_choice,A study uses sample evidence to draw a broader conclusion. Statistical conclusions from samples are usually what kind of statements?,"[{""id"": ""a"", ""text"": ""Always causal""}, {""id"": ""b"", ""text"": ""Guaranteed facts about every individual""}, {""id"": ""c"", ""text"": ""Only opinions""}, {""id"": ""d"", ""text"": ""Statements with uncertainty""}]",d,Statements with uncertainty,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",audited,chatgpt_template_audit,extra_context_practice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context.","Hypothesis tests measure how surprising the sample result would be if the null hypothesis were true. A small p-value gives evidence against the null, but conclusions should be stated cautiously and in context. In this item, **Statements with uncertainty** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Chs. 16 and 22: inference in practice, cautions about confidence intervals and significance tests",True,2026-05-09,audited
module_1_variable_classification_audit_001,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,variable_classification,core,multiple_choice,A campus survey stores student ID numbers. Which classification is best?,"[{""id"": ""a"", ""text"": ""Quantitative""}, {""id"": ""b"", ""text"": ""Categorical""}, {""id"": ""c"", ""text"": ""Sampling distribution""}, {""id"": ""d"", ""text"": ""Measure of center""}]",b,Categorical,,Look for the phrase that identifies the statistical role in this setting.,"This question is testing whether the variable is categorical or quantitative. Categorical variables place individuals into groups or labels, while quantitative variables are numerical measurements where arithmetic such as averaging is meaningful. In this item, **Categorical** is the best choice because it matches what the question is asking you to identify.",BPS6 Ch. 1,audited,chatgpt_deep_audit,variable_classification,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"This question is testing whether the variable is categorical or quantitative. Categorical variables place individuals into groups or labels, while quantitative variables are numerical measurements where arithmetic such as averaging is meaningful.","This question is testing whether the variable is categorical or quantitative. Categorical variables place individuals into groups or labels, while quantitative variables are numerical measurements where arithmetic such as averaging is meaningful. In this item, **Categorical** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Ch. 1,True,2026-05-09,audited
module_1_graph_choice_audit_002,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,A dining survey counts how many students prefer each meal plan. Which graph should display the distribution?,"[{""id"": ""a"", ""text"": ""Bar chart""}, {""id"": ""b"", ""text"": ""Histogram""}, {""id"": ""c"", ""text"": ""Scatterplot""}, {""id"": ""d"", ""text"": ""Time plot""}, {""id"": ""e"", ""text"": ""Pie chart""}]",a,Bar chart,,Look for the phrase that identifies the statistical role in this setting.,"A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.",BPS6 Ch. 1,audited,chatgpt_deep_audit,graph_choice,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Ch. 1,True,2026-05-09,audited
module_1_graph_choice_audit_003,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,A professor records the distribution of exam times in minutes. Which graph is most appropriate?,"[{""id"": ""a"", ""text"": ""Scatterplot""}, {""id"": ""b"", ""text"": ""Bar chart""}, {""id"": ""c"", ""text"": ""Pie chart""}, {""id"": ""d"", ""text"": ""Histogram""}, {""id"": ""e"", ""text"": ""Time plot""}]",d,Histogram,,Look for the phrase that identifies the statistical role in this setting.,"A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time. In this item, **Histogram** is the best choice because it matches what the question is asking you to identify.",BPS6 Ch. 1,audited,chatgpt_deep_audit,graph_choice,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time.","A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time. In this item, **Histogram** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Ch. 1,True,2026-05-09,audited
module_1_time_plot_audit_004,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,time_plots,core,multiple_choice,A college records enrollment every fall from 2010 to 2025. Which graph best shows the change over time?,"[{""id"": ""a"", ""text"": ""Time plot""}, {""id"": ""b"", ""text"": ""Boxplot""}, {""id"": ""c"", ""text"": ""Pie chart""}, {""id"": ""d"", ""text"": ""Histogram""}]",a,Time plot,,Look for the phrase that identifies the statistical role in this setting.,"The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **Time plot** is the best choice because it matches what the question is asking you to identify.",BPS6 Ch. 1,audited,chatgpt_deep_audit,time_plot,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **Time plot** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Ch. 1,True,2026-05-09,audited
module_1_resistant_measures_audit_005,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,resistant_measures,core,multiple_choice,House prices in a neighborhood include a few mansions. Which center is less affected by those extreme prices?,"[{""id"": ""a"", ""text"": ""Median""}, {""id"": ""b"", ""text"": ""Standard deviation""}, {""id"": ""c"", ""text"": ""Range""}, {""id"": ""d"", ""text"": ""Mean""}]",a,Median,,Look for the phrase that identifies the statistical role in this setting.,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Median** is the best choice because it matches what the question is asking you to identify.",BPS6 Ch. 2,audited,chatgpt_deep_audit,resistant_measures,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Median** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Ch. 2,True,2026-05-09,audited
module_1_spread_summary_audit_006,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,spread_iqr,core,multiple_choice,Which summary measures the spread of the middle half of a distribution?,"[{""id"": ""a"", ""text"": ""Mean""}, {""id"": ""b"", ""text"": ""Interquartile range""}, {""id"": ""c"", ""text"": ""Median""}, {""id"": ""d"", ""text"": ""Correlation""}]",b,Interquartile range,,Look for the phrase that identifies the statistical role in this setting.,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Interquartile range** is the best choice because it matches what the question is asking you to identify.",BPS6 Ch. 2,audited,chatgpt_deep_audit,spread_summary,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Interquartile range** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Ch. 2,True,2026-05-09,audited
module_2_scatterplot_direction_audit_007,module_2,"Module 2: Relationships, Association, and Regression",relationships_regression,Relationships and Regression,association_direction,core,multiple_choice,A scatterplot of exercise time and resting heart rate slopes downward. What direction is the association?,"[{""id"": ""a"", ""text"": ""Negative association""}, {""id"": ""b"", ""text"": ""Positive association""}, {""id"": ""c"", ""text"": ""Causal proof""}, {""id"": ""d"", ""text"": ""No association""}]",a,Negative association,,Look for the phrase that identifies the statistical role in this setting.,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Negative association** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 4-5,audited,chatgpt_deep_audit,scatterplot_direction,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship.","For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Negative association** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Chs. 4-5,True,2026-05-09,audited
module_2_correlation_properties_audit_008,module_2,"Module 2: Relationships, Association, and Regression",relationships_regression,Relationships and Regression,correlation_facts,core,multiple_choice,A correlation is r = -0.82. Which description is best?,"[{""id"": ""a"", ""text"": ""Proof of causation""}, {""id"": ""b"", ""text"": ""Strong negative linear association""}, {""id"": ""c"", ""text"": ""No linear association""}, {""id"": ""d"", ""text"": ""Weak positive association""}]",b,Strong negative linear association,,Look for the phrase that identifies the statistical role in this setting.,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Strong negative linear association** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 4-5,audited,chatgpt_deep_audit,correlation_properties,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship.","For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Strong negative linear association** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Chs. 4-5,True,2026-05-09,audited
module_2_scatterplot_roles_audit_009,module_2,"Module 2: Relationships, Association, and Regression",relationships_regression,Relationships and Regression,explanatory_response,core,multiple_choice,"In a study predicting exam score from study hours, which variable is explanatory?","[{""id"": ""a"", ""text"": ""The p-value""}, {""id"": ""b"", ""text"": ""Study hours""}, {""id"": ""c"", ""text"": ""The residual""}, {""id"": ""d"", ""text"": ""Exam score""}]",b,Study hours,,Look for the phrase that identifies the statistical role in this setting.,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Study hours** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 4-5,audited,chatgpt_deep_audit,scatterplot_roles,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship.","For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **Study hours** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Chs. 4-5,True,2026-05-09,audited
module_2_regression_basics_audit_010,module_2,"Module 2: Relationships, Association, and Regression",relationships_regression,Relationships and Regression,regression_slope,core,multiple_choice,A regression slope is 3.2 points per hour. What does it describe?,"[{""id"": ""a"", ""text"": ""The sample size""}, {""id"": ""b"", ""text"": ""The correlation""}, {""id"": ""c"", ""text"": ""Predicted score change for one more study hour""}, {""id"": ""d"", ""text"": ""The intercept only""}]",c,Predicted score change for one more study hour,,Look for the phrase that identifies the statistical role in this setting.,"Regression connects a fitted line to prediction and interpretation. The slope is the predicted change in the response for a one-unit increase in the explanatory variable, and a residual is observed minus predicted. In this item, **Predicted score change for one more study hour** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 4-5,audited,chatgpt_deep_audit,regression_basics,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"Regression connects a fitted line to prediction and interpretation. The slope is the predicted change in the response for a one-unit increase in the explanatory variable, and a residual is observed minus predicted.","Regression connects a fitted line to prediction and interpretation. The slope is the predicted change in the response for a one-unit increase in the explanatory variable, and a residual is observed minus predicted. In this item, **Predicted score change for one more study hour** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Chs. 4-5,True,2026-05-09,audited
module_2_residuals_audit_011,module_2,"Module 2: Relationships, Association, and Regression",relationships_regression,Relationships and Regression,residuals,core,multiple_choice,A regression predicted 82 but the observed value was 90. What is the residual?,"[{""id"": ""a"", ""text"": ""90""}, {""id"": ""b"", ""text"": ""82""}, {""id"": ""c"", ""text"": ""8""}, {""id"": ""d"", ""text"": ""-8""}]",c,8,,Look for the phrase that identifies the statistical role in this setting.,"Regression connects a fitted line to prediction and interpretation. The slope is the predicted change in the response for a one-unit increase in the explanatory variable, and a residual is observed minus predicted. In this item, **8** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 4-5,audited,chatgpt_deep_audit,residuals,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"Regression connects a fitted line to prediction and interpretation. The slope is the predicted change in the response for a one-unit increase in the explanatory variable, and a residual is observed minus predicted.","Regression connects a fitted line to prediction and interpretation. The slope is the predicted change in the response for a one-unit increase in the explanatory variable, and a residual is observed minus predicted. In this item, **8** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Chs. 4-5,True,2026-05-09,audited
module_2_causation_lurking_audit_012,module_2,"Module 2: Relationships, Association, and Regression",relationships_regression,Relationships and Regression,association_causation,core,multiple_choice,A study finds ice cream sales and drowning incidents both rise in summer. What issue should be considered?,"[{""id"": ""a"", ""text"": ""Correlation proves causation""}, {""id"": ""b"", ""text"": ""A lurking variable such as temperature""}, {""id"": ""c"", ""text"": ""The variables are both categorical""}, {""id"": ""d"", ""text"": ""The sample size must be 1""}]",b,A lurking variable such as temperature,,Look for the phrase that identifies the statistical role in this setting.,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **A lurking variable such as temperature** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 4-5,audited,chatgpt_deep_audit,causation_lurking,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship.","For relationships between variables, describe direction, form, and strength, but do not jump from association to causation. A lurking variable may explain an apparent relationship. In this item, **A lurking variable such as temperature** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Chs. 4-5,True,2026-05-09,audited
module_3_sampling_bias_audit_013,module_3,Module 3: Producing Data: Sampling and Experiments,producing_data,Producing Data,sampling_bias,core,multiple_choice,A website poll is answered only by visitors who feel strongly. What bias is most likely?,"[{""id"": ""a"", ""text"": ""Blinding""}, {""id"": ""b"", ""text"": ""Voluntary response bias""}, {""id"": ""c"", ""text"": ""Simple random sampling""}, {""id"": ""d"", ""text"": ""Blocking""}]",b,Voluntary response bias,,Look for the phrase that identifies the statistical role in this setting.,"Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **Voluntary response bias** is the best choice because it matches what the question is asking you to identify.",BPS6 Chs. 8-9,audited,chatgpt_deep_audit,sampling_bias,multiple_choice,exact_choice,"Focus on the role of the variable, statistic, study design, or inference goal before choosing an answer.",Eliminate choices that belong to a different chapter or statistical task.,,"Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample.","Sampling questions focus on how the data were produced. Random sampling helps reduce selection bias and supports generalizing to a population, while biased sampling methods can mislead even with a large sample. In this item, **Voluntary response bias** is the best choice because it matches what the question is asking you to identify.",Do not match on a single familiar word; match the whole context to the statistical idea.,,,,{},above,False,,deep_audit_template_expansion,BPS6 Chs. 8-9,True,2026-05-09,audited
